episode,reward
333,13.0
334,13.0
335,125.0
336,125.0
337,131.0
338,123.0
339,128.0
340,125.0
341,13.0
342,11.0
343,13.0
344,124.0
345,13.0
346,11.0
347,126.0
348,132.0
349,12.0
350,132.0
351,126.0
352,130.0
353,128.0
354,126.0
355,122.0
356,125.0
357,134.0
358,12.0
359,12.0
360,12.0
361,11.0
362,124.0
363,124.0
364,10.0
365,13.0
366,122.0
367,128.0
368,123.0
369,11.0
370,124.0
371,13.0
372,14.0
373,122.0
374,130.0
375,12.0
376,127.0
377,11.0
378,12.0
379,125.0
380,126.0
381,128.0
382,13.0
383,129.0
384,125.0
385,129.0
386,122.0
387,123.0
388,123.0
389,124.0
390,13.0
391,130.0
392,14.0
393,122.0
394,127.0
395,127.0
396,126.0
397,12.0
398,126.0
399,132.0
400,13.0
401,13.0
402,124.0
403,131.0
404,123.0
405,11.0
406,125.0
407,12.0
408,131.0
409,128.0
410,11.0
411,127.0
412,14.0
413,12.0
414,130.0
415,128.0
416,12.0
417,130.0
418,11.0
419,122.0
420,130.0
421,12.0
422,125.0
423,126.0
424,132.0
425,12.0
426,12.0
427,127.0
428,123.0
429,125.0
430,133.0
431,134.0
432,12.0
433,13.0
434,13.0
435,126.0
436,124.0
437,131.0
438,128.0
439,128.0
440,11.0
441,133.0
442,128.0
443,123.0
444,130.0
445,125.0
446,12.0
447,13.0
448,129.0
449,127.0
450,11.0
451,130.0
452,127.0
453,125.0
454,11.0
455,124.0
456,12.0
457,123.0
458,122.0
459,131.0
460,131.0
461,125.0
462,12.0
463,132.0
464,130.0
465,121.0
466,12.0
467,126.0
468,129.0
469,126.0
470,122.0
471,126.0
472,127.0
473,130.0
474,124.0
475,124.0
476,130.0
477,133.0
478,125.0
479,129.0
480,12.0
481,128.0
482,123.0
483,128.0
484,129.0
485,127.0
486,124.0
487,121.0
488,127.0
489,12.0
490,126.0
491,11.0
492,123.0
493,131.0
494,14.0
495,130.0
496,12.0
497,126.0
498,11.0
499,130.0
500,12.0
